student_id,angkatan,program,jenis_kelamin,id_agama,ips_sem1,ips_sem2,ips_sem3,ips_sem4,ipk_sem4,sks_sem1,sks_sem2,sks_sem3,sks_sem4,total_sks_lulus_sem4,failed_courses,failed_in_sem1,repeated_courses,avg_attendance,ips_trend,avg_ips,ips_std,ips_max,ips_min,sks_completion_ratio,semester_count,target
2162103,2016,IH,L,1,,3.0,3.0,,3.0,,2,6,,8,0,0,0,,0.0,3.0,0.0,3.0,3.0,0.1,3,1
2162104,2016,IH,P,2,,4.0,3.0,,3.25,,2,6,,8,0,0,0,,-1.0,3.5,0.7071,4.0,3.0,0.1,3,1
2162105,2016,IH,L,2,,3.0,0.0,,0.75,,2,6,,8,1,0,0,,-3.0,1.5,2.1213,3.0,0.0,0.1,3,0
2162106,2016,IH,L,1,,4.0,3.0,,3.25,,2,6,,8,0,0,0,,-1.0,3.5,0.7071,4.0,3.0,0.1,3,1
2162107,2016,IH,L,4,,3.0,3.0,,3.0,,2,6,,8,0,0,0,,0.0,3.0,0.0,3.0,3.0,0.1,3,1
2162309,2016,AP,L,1,3.09,3.0,0.3,3.15,2.37,22,16,20,20,78,7,0,8,,0.06,2.385,1.3914,3.15,0.3,0.975,6,1
2162310,2016,AP,P,1,3.27,3.5,3.3,3.74,3.44,22,16,20,19,77,0,0,0,,0.47,3.4525,0.2172,3.74,3.27,0.9625,6,1
2162311,2016,AP,L,1,3.18,3.0,2.95,3.11,3.06,22,16,20,19,77,0,0,0,,-0.07,3.06,0.1042,3.18,2.95,0.9625,6,1
2162312,2016,AP,L,1,3.18,3.13,3.5,3.37,3.3,22,16,20,19,77,0,0,0,,0.19,3.295,0.1714,3.5,3.13,0.9625,6,1
2162313,2016,AP,L,1,3.09,3.25,3.3,3.16,3.19,22,16,20,19,77,0,0,0,,0.07,3.2,0.0935,3.3,3.09,0.9625,6,1
2162314,2016,AP,P,2,3.27,3.38,3.3,3.4699999999999998,3.35,22,16,20,19,77,0,0,0,,0.2,3.355,0.0896,3.47,3.27,0.9625,6,1
2162315,2016,AP,L,1,3.18,3.25,3.3,3.4699999999999998,3.3,22,16,20,19,77,0,0,0,,0.29,3.3,0.1236,3.47,3.18,0.9625,6,1
2162316,2016,AP,P,1,3.45,3.63,3.65,3.4699999999999998,3.55,22,16,20,19,77,0,0,0,,0.02,3.55,0.1046,3.65,3.45,0.9625,6,1
2162317,2016,AP,P,1,3.18,3.25,3.5,3.63,3.39,22,16,20,19,77,0,0,0,,0.45,3.39,0.2109,3.63,3.18,0.9625,6,1
2162318,2016,AP,P,1,3.18,3.25,3.45,3.4699999999999998,3.34,22,16,20,19,77,0,0,0,,0.29,3.3375,0.1445,3.47,3.18,0.9625,6,1
2162319,2016,AP,L,1,3.09,3.0,3.3,3.26,3.17,22,16,20,19,77,0,0,0,,0.17,3.1625,0.1415,3.3,3.0,0.9625,6,1
2162320,2016,AP,L,1,3.45,3.25,3.5,3.5300000000000002,3.44,22,16,20,19,77,0,0,0,,0.08,3.4325,0.1261,3.53,3.25,0.9625,6,1
2162321,2016,AP,L,1,3.09,3.13,3.45,3.16,3.21,22,16,20,19,77,0,0,0,,0.07,3.2075,0.1642,3.45,3.09,0.9625,6,1
2162322,2016,AP,L,1,3.27,3.13,3.45,3.26,3.29,22,16,20,19,77,0,0,0,,-0.01,3.2775,0.1315,3.45,3.13,0.9625,6,1
2162323,2016,AP,L,1,3.09,3.0,3.15,3.26,3.13,22,16,20,19,77,0,0,0,,0.17,3.125,0.1091,3.26,3.0,0.9625,5,1
2162324,2016,AP,P,1,3.27,3.5,3.65,3.37,3.44,22,16,20,19,77,0,0,0,,0.1,3.4475,0.1646,3.65,3.27,0.9625,6,1
2162325,2016,AP,P,1,3.0,3.0,3.45,3.37,3.21,22,16,20,19,77,0,0,0,,0.37,3.205,0.239,3.45,3.0,0.9625,6,1
2162326,2016,AP,P,1,3.36,3.63,3.8,3.5300000000000002,3.57,22,16,20,19,77,0,0,0,,0.17,3.58,0.1842,3.8,3.36,0.9625,6,1
2162327,2016,AP,L,1,3.09,3.13,3.45,3.16,3.21,22,16,20,19,77,0,0,0,,0.07,3.2075,0.1642,3.45,3.09,0.9625,6,1
2162328,2016,AP,P,1,3.45,3.75,3.8,3.63,3.65,22,16,20,19,77,0,0,0,,0.18,3.6575,0.1556,3.8,3.45,0.9625,6,1
2162329,2016,AP,L,1,3.27,3.13,2.95,3.16,3.13,22,16,20,19,77,0,0,0,,-0.11,3.1275,0.1328,3.27,2.95,0.9625,6,1
2162330,2016,AP,P,2,3.36,3.38,3.3,3.37,3.35,22,16,20,19,77,0,0,0,,0.01,3.3525,0.0359,3.38,3.3,0.9625,6,1
2162331,2016,AP,P,1,3.27,3.25,3.45,3.26,3.31,22,16,20,19,77,0,0,0,,-0.01,3.3075,0.0954,3.45,3.25,0.9625,6,1
2162332,2016,AP,P,1,3.55,3.88,3.65,3.89,3.73,22,16,20,19,77,0,0,0,,0.34,3.7425,0.1696,3.89,3.55,0.9625,6,1
2162333,2016,AP,L,1,3.27,3.13,3.45,3.4699999999999998,3.34,22,16,20,19,77,0,0,0,,0.2,3.33,0.1608,3.47,3.13,0.9625,6,1
2162334,2016,AP,P,1,3.36,3.13,3.8,3.5300000000000002,3.4699999999999998,22,16,20,19,77,0,0,0,,0.17,3.455,0.2824,3.8,3.13,0.9625,6,1
2162335,2016,AP,P,1,3.0,3.13,3.3,3.37,3.19,22,16,20,19,77,0,0,0,,0.37,3.2,0.1671,3.37,3.0,0.9625,5,0
2162336,2016,AP,L,1,3.0,3.0,2.95,3.0,2.99,22,16,20,19,77,0,0,0,,0.0,2.9875,0.025,3.0,2.95,0.9625,6,1
2162337,2016,AP,L,1,3.0,3.0,3.15,3.0,3.04,22,16,20,19,77,0,0,0,,0.0,3.0375,0.075,3.15,3.0,0.9625,6,1
2172108,2017,IH,L,2,,,0.0,3.0,1.5,,,6,6,12,1,0,1,,3.0,1.5,2.1213,3.0,0.0,0.15,4,1
2172110,2017,IH,P,1,,,4.0,,4.0,,,6,,6,0,0,0,,,,,,,0.075,3,1
2172111,2017,IH,P,2,,,3.0,,3.0,,,6,,6,0,0,0,,,,,,,0.075,3,1
2172112,2017,IH,P,1,,,3.0,,3.0,,,6,,6,0,0,0,,,,,,,0.075,3,1
2172113,2017,IH,P,1,,,4.0,,4.0,,,6,,6,0,0,0,,,,,,,0.075,3,1
2172114,2017,IH,P,1,,,3.0,,3.0,,,6,,6,0,0,0,,,,,,,0.075,3,1
2172115,2017,IH,P,1,,,4.0,,4.0,,,6,,6,0,0,0,,,,,,,0.075,3,1
2172116,2017,IH,P,1,,,4.0,,4.0,,,6,,6,0,0,0,,,,,,,0.075,3,1
2172117,2017,IH,P,2,,,4.0,,4.0,,,6,,6,0,0,0,,,,,,,0.075,3,1
2172118,2017,IH,L,1,,,4.0,,4.0,,,6,,6,0,0,0,,,,,,,0.075,3,1
2172119,2017,IH,P,1,,,3.0,,3.0,,,6,,6,0,0,0,,,,,,,0.075,3,1
2172120,2017,IH,L,1,,,4.0,,4.0,,,6,,6,0,0,0,,,,,,,0.075,3,1
2172121,2017,IH,P,1,,,4.0,,4.0,,,6,,6,0,0,0,,,,,,,0.075,3,1
2172123,2017,IH,P,1,,,3.0,,3.0,,,6,,6,0,0,0,,,,,,,0.075,3,1
2172338,2017,AP,L,1,3.09,3.41,3.15,3.16,3.2,22,22,20,19,83,0,0,0,,0.07,3.2025,0.1417,3.41,3.09,1.0375,5,1
2172339,2017,AP,L,1,3.18,3.09,3.15,3.26,3.17,22,22,20,19,83,0,0,0,,0.08,3.17,0.0707,3.26,3.09,1.0375,5,1
2172340,2017,AP,L,2,3.0,3.32,3.3,3.16,3.19,22,22,20,19,83,0,0,0,,0.16,3.195,0.1482,3.32,3.0,1.0375,5,1
2172341,2017,AP,L,2,3.0,3.18,3.35,3.0,3.13,22,22,20,19,83,0,0,0,,0.0,3.1325,0.168,3.35,3.0,1.0375,5,1
2172342,2017,AP,P,1,3.0,3.09,3.15,3.11,3.08,22,22,20,19,83,0,0,0,,0.11,3.0875,0.0634,3.15,3.0,1.0375,5,1
2172343,2017,AP,P,1,3.09,3.09,3.15,3.26,3.14,22,22,20,19,83,0,0,0,,0.17,3.1475,0.0802,3.26,3.09,1.0375,5,1
2172344,2017,AP,P,1,3.64,3.91,3.8,3.63,3.75,22,22,20,19,83,0,0,0,,-0.01,3.745,0.1348,3.91,3.63,1.0375,5,1
2172345,2017,AP,P,1,3.09,3.14,3.5,,3.23,22,22,20,,64,0,0,0,,0.41,3.2433,0.2237,3.5,3.09,0.8,3,0
2172346,2017,AP,L,1,3.09,3.09,3.35,3.11,3.16,22,22,20,19,83,0,0,0,,0.02,3.16,0.127,3.35,3.09,1.0375,5,1
2172347,2017,AP,P,1,3.0,3.23,3.45,3.16,3.2,22,22,20,19,83,0,0,0,,0.16,3.21,0.1867,3.45,3.0,1.0375,5,1
2172348,2017,AP,P,1,3.45,3.41,3.35,3.4699999999999998,3.42,22,22,20,19,83,0,0,0,,0.02,3.42,0.0529,3.47,3.35,1.0375,5,1
2172349,2017,AP,P,1,3.36,3.64,4.0,3.63,3.65,22,22,20,19,83,0,0,0,,0.27,3.6575,0.2626,4.0,3.36,1.0375,5,1
2172351,2017,AP,P,1,3.18,3.32,3.15,3.26,3.23,22,22,20,19,83,0,0,0,,0.08,3.2275,0.0772,3.32,3.15,1.0375,5,1
2172352,2017,AP,L,1,3.0,3.0,3.15,3.0,3.04,22,22,20,19,83,0,0,0,,0.0,3.0375,0.075,3.15,3.0,1.0375,5,1
2172353,2017,AP,P,1,3.45,3.41,3.65,3.11,3.41,22,22,20,19,83,0,0,0,,-0.34,3.405,0.2229,3.65,3.11,1.0375,5,1
2172354,2017,AP,L,1,3.45,3.59,3.5,3.42,3.49,22,22,20,19,83,0,0,0,,-0.03,3.49,0.0744,3.59,3.42,1.0375,5,1
2172355,2017,AP,L,1,3.36,3.18,3.65,3.21,3.35,22,22,20,19,83,0,0,0,,-0.15,3.35,0.2149,3.65,3.18,1.0375,5,1
2172356,2017,AP,P,1,3.09,3.32,3.15,3.11,3.17,22,22,20,19,83,0,0,0,,0.02,3.1675,0.1047,3.32,3.09,1.0375,5,1
2172357,2017,AP,L,1,3.09,3.09,3.15,2.89,3.06,22,22,20,19,83,0,0,0,,-0.2,3.055,0.1136,3.15,2.89,1.0375,5,1
2172359,2017,AP,P,1,3.55,3.64,4.0,3.74,3.7199999999999998,22,22,20,19,83,0,0,0,,0.19,3.7325,0.1945,4.0,3.55,1.0375,5,1
2172360,2017,AP,P,1,3.55,3.55,3.3,3.32,3.43,22,22,20,19,83,0,0,0,,-0.23,3.43,0.1388,3.55,3.3,1.0375,5,1
2172361,2017,AP,L,1,2.91,3.0,3.15,2.79,2.96,22,22,20,19,83,0,0,0,,-0.12,2.9625,0.1517,3.15,2.79,1.0375,9,0
2172362,2017,AP,P,2,3.36,3.5,3.3,3.26,3.36,22,22,20,19,83,0,0,0,,-0.1,3.355,0.105,3.5,3.26,1.0375,5,1
2172363,2017,AP,P,1,3.36,3.0,3.45,3.16,3.24,22,22,20,19,83,0,0,0,,-0.2,3.2425,0.2021,3.45,3.0,1.0375,6,1
2172364,2017,AP,L,1,3.0,3.32,3.45,3.21,3.24,22,22,20,19,83,0,0,0,,0.21,3.245,0.1905,3.45,3.0,1.0375,5,1
2172366,2017,AP,P,2,3.64,3.73,3.45,3.21,3.52,22,22,20,19,83,0,0,0,,-0.43,3.5075,0.2301,3.73,3.21,1.0375,5,1
2172367,2017,AP,P,1,3.36,3.41,3.35,3.26,3.35,22,22,20,19,83,0,0,0,,-0.1,3.345,0.0624,3.41,3.26,1.0375,5,1
2172369,2017,AP,P,1,3.09,3.77,3.5,3.37,3.43,22,22,20,19,83,0,0,0,,0.28,3.4325,0.2827,3.77,3.09,1.0375,5,1
2172370,2017,AP,L,2,2.91,3.0,3.3,3.0,3.05,22,22,20,19,83,0,0,0,,0.09,3.0525,0.1704,3.3,2.91,1.0375,5,1
2172371,2017,AP,L,1,3.36,3.09,3.3,3.11,3.22,22,22,20,19,83,0,0,0,,-0.25,3.215,0.1353,3.36,3.09,1.0375,5,1
2172372,2017,AP,P,1,3.45,3.59,3.5,3.26,3.46,22,22,20,19,83,0,0,0,,-0.19,3.45,0.1393,3.59,3.26,1.0375,5,1
2172373,2017,AP,L,1,3.36,3.14,3.15,3.26,3.23,22,22,20,19,83,0,0,0,,-0.1,3.2275,0.1037,3.36,3.14,1.0375,5,1
2172375,2017,AP,P,1,3.36,3.32,3.3,3.11,3.2800000000000002,22,22,20,19,83,0,0,0,,-0.25,3.2725,0.1112,3.36,3.11,1.0375,5,1
2172376,2017,AP,P,1,3.27,3.59,3.35,3.26,3.37,22,22,20,19,83,0,0,0,,-0.01,3.3675,0.1537,3.59,3.26,1.0375,5,1
217422013,2021,IH,L,1,3.52,3.48,3.5,,3.51,112,21,12,,145,0,0,0,67.53,-0.02,3.5,0.02,3.52,3.48,1.8125,3,1
217422015,2021,IH,L,1,3.29,3.48,3.25,,3.31,112,21,12,,145,0,0,0,71.92,-0.04,3.34,0.1229,3.48,3.25,1.8125,3,1
217422016,2021,IH,L,1,3.2800000000000002,3.33,3.67,,3.32,112,21,12,,145,0,0,0,75.28,0.39,3.4267,0.2122,3.67,3.28,1.8125,3,1
217422019,2021,IH,P,1,3.27,3.52,4.0,3.17,3.34,102,23,8,12,145,0,0,0,68.47,-0.1,3.49,0.3705,4.0,3.17,1.8125,4,1
217422020,2021,IH,L,1,2.85,1.52,3.25,3.4699999999999998,2.79,102,23,24,17,166,14,7,12,61.43,0.62,2.7725,0.8736,3.47,1.52,2.075,5,1
217422022,2021,IH,L,1,3.36,3.35,4.0,3.58,3.41,102,23,8,12,145,0,0,0,76.77,0.22,3.5725,0.3041,4.0,3.35,1.8125,4,1
217422023,2021,IH,P,1,3.44,3.91,4.0,3.5,3.55,102,23,8,12,145,0,0,0,78.03,0.06,3.7125,0.2835,4.0,3.44,1.8125,4,1
217422027,2021,IH,L,1,3.25,3.65,3.74,3.58,3.42,84,23,19,19,145,0,0,0,68.32,0.33,3.555,0.2136,3.74,3.25,1.8125,4,1
217422029,2021,IH,L,1,3.42,3.43,3.74,3.74,3.5,84,23,19,19,145,0,0,0,66.39,0.32,3.5825,0.1819,3.74,3.42,1.8125,4,1
217422034,2021,IH,L,1,3.49,3.52,3.63,3.5,3.5,102,23,8,12,145,0,0,0,69.13,0.01,3.535,0.0645,3.63,3.49,1.8125,4,1
217422035,2021,IH,L,1,3.49,3.83,4.0,3.4699999999999998,3.61,84,23,19,19,145,0,0,0,65.66,-0.02,3.6975,0.2607,4.0,3.47,1.8125,4,1
217422037,2021,IH,L,1,3.31,3.74,3.57,3.37,3.43,80,23,23,19,145,0,0,0,72.77,0.06,3.4975,0.1962,3.74,3.31,1.8125,4,1
217422038,2021,IH,L,1,3.25,3.65,3.84,3.74,3.46,84,23,19,19,145,0,0,0,64.48,0.49,3.62,0.2586,3.84,3.25,1.8125,4,1
217422039,2021,IH,L,1,3.62,3.35,3.38,3.0,3.51,102,23,8,12,145,0,0,0,69.11,-0.62,3.3375,0.2554,3.62,3.0,1.8125,4,1
217422043,2021,IH,L,1,3.11,3.11,3.26,,3.13,113,9,19,,141,0,0,0,60.7,0.15,3.16,0.0866,3.26,3.11,1.7625,3,1
217422044,2021,IH,L,1,3.02,3.0,3.0,,3.02,131,4,6,,141,0,0,0,77.95,-0.02,3.0067,0.0115,3.02,3.0,1.7625,3,1
217422045,2021,IH,P,1,3.15,2.5,3.0,,3.13,131,4,6,,141,0,0,0,77.31,-0.15,2.8833,0.3403,3.15,2.5,1.7625,3,1
217422046,2021,IH,P,1,3.52,3.5,4.0,,3.54,131,4,6,,141,0,0,0,80.38,0.48,3.6733,0.2831,4.0,3.5,1.7625,3,1
217422047,2021,IH,L,1,3.26,3.0,4.0,,3.2800000000000002,131,4,6,,141,0,0,0,79.78,0.74,3.42,0.5188,4.0,3.0,1.7625,3,1
217422048,2021,IH,L,1,3.21,3.0,4.0,,3.24,131,4,6,,141,0,0,0,81.57,0.79,3.4033,0.5273,4.0,3.0,1.7625,3,1
217422049,2021,IH,P,1,3.56,3.0,4.0,,3.57,131,4,6,,141,0,0,0,76.42,0.44,3.52,0.5012,4.0,3.0,1.7625,3,1
217422050,2021,IH,L,1,3.13,2.5,3.0,,3.11,131,4,6,,141,0,0,0,76.71,-0.13,2.8767,0.3326,3.13,2.5,1.7625,3,1
217422051,2021,IH,L,1,3.46,2.5,4.0,,3.45,131,4,6,,141,0,0,0,73.44,0.54,3.32,0.7597,4.0,2.5,1.7625,3,1
217422052,2021,IH,L,1,3.24,3.5,4.0,,3.2800000000000002,131,4,6,,141,0,0,0,81.01,0.76,3.58,0.3863,4.0,3.24,1.7625,3,1
217422053,2021,IH,P,1,3.82,4.0,3.67,,3.82,131,4,6,,141,0,0,0,83.06,-0.15,3.83,0.1652,4.0,3.67,1.7625,3,1
217422054,2021,IH,L,1,3.39,3.5,4.0,,3.42,131,4,6,,141,0,0,0,81.57,0.61,3.63,0.3251,4.0,3.39,1.7625,3,1
217422055,2021,IH,L,1,3.4699999999999998,3.5,4.0,,3.5,131,4,6,,141,0,0,0,83.06,0.53,3.6567,0.2977,4.0,3.47,1.7625,3,1
217422056,2021,IH,P,1,3.68,4.0,4.0,,3.7,131,4,6,,141,0,0,0,83.62,0.32,3.8933,0.1848,4.0,3.68,1.7625,3,1
217422061,2021,IH,L,1,3.12,3.22,3.43,,3.17,108,23,14,,145,0,0,0,72.77,0.31,3.2567,0.1582,3.43,3.12,1.8125,3,1
217422062,2021,IH,L,1,3.24,4.0,3.57,,3.39,108,23,14,,145,0,0,0,73.91,0.33,3.6033,0.3811,4.0,3.24,1.8125,3,1
217422063,2021,IH,L,1,2.85,2.83,3.29,3.0,2.92,88,18,17,10,133,0,0,0,76.8,0.15,2.9925,0.2123,3.29,2.83,1.6625,5,1
217422065,2021,IH,L,1,3.09,3.0,4.0,,3.12,129,4,6,,139,0,0,0,74.33,0.91,3.3633,0.5532,4.0,3.0,1.7375,3,1
217441001,2021,AP,P,1,3.45,3.43,3.5,3.5300000000000002,3.48,20,21,22,19,82,0,0,0,77.33,0.08,3.4775,0.0457,3.53,3.43,1.025,6,1
217441002,2021,AP,P,2,3.1,3.19,4.0,3.84,3.54,20,21,22,19,82,0,0,0,88.76,0.74,3.5325,0.4537,4.0,3.1,1.025,6,1
217441003,2021,AP,P,1,3.5,3.33,3.36,3.5300000000000002,3.43,20,21,22,19,82,0,0,0,88.97,0.03,3.43,0.0997,3.53,3.33,1.025,6,1
217441004,2021,AP,P,1,3.1,3.33,2.82,3.42,3.16,20,21,22,19,82,1,0,0,77.37,0.32,3.1675,0.268,3.42,2.82,1.025,6,1
217441005,2021,AP,P,1,3.5,3.33,3.5,3.5300000000000002,3.46,20,21,22,19,82,0,0,0,85.98,0.03,3.465,0.0911,3.53,3.33,1.025,6,1
217441006,2021,AP,L,1,3.1,2.86,3.27,3.42,3.16,20,21,22,19,82,1,0,0,88.25,0.32,3.1625,0.2403,3.42,2.86,1.025,6,1
217441007,2021,AP,P,1,3.5,3.57,3.77,3.63,3.62,20,21,22,19,82,0,0,0,86.38,0.13,3.6175,0.1147,3.77,3.5,1.025,6,1
217441008,2021,AP,L,1,3.1,2.76,3.14,3.0,3.0,20,21,22,19,82,0,0,0,84.22,-0.1,3.0,0.1705,3.14,2.76,1.025,6,1
217441009,2021,AP,L,1,3.35,3.24,2.68,3.21,3.11,20,21,22,19,82,1,0,0,79.6,-0.14,3.12,0.2994,3.35,2.68,1.025,6,1
217441010,2021,AP,P,1,3.25,3.19,3.77,3.74,3.49,20,21,22,19,82,0,0,0,85.12,0.49,3.4875,0.3101,3.77,3.19,1.025,6,1
217441011,2021,AP,P,1,3.25,3.48,3.41,,3.38,20,21,22,,63,0,0,0,71.62,0.16,3.38,0.1179,3.48,3.25,0.7875,3,0
217441012,2021,AP,L,1,3.25,3.19,3.41,,3.29,20,21,22,,63,0,0,0,70.94,0.16,3.2833,0.1137,3.41,3.19,0.7875,3,0
217441013,2021,AP,L,1,3.35,3.05,3.91,3.58,3.48,20,21,22,19,82,0,0,0,83.16,0.23,3.4725,0.3635,3.91,3.05,1.025,6,1
217441015,2021,AP,P,1,3.2,3.29,3.41,,3.3,20,21,22,,63,0,0,0,72.36,0.21,3.3,0.1054,3.41,3.2,0.7875,3,0
218094,2018,IH,L,1,,,,3.68,3.68,,,,19,19,0,0,0,29.58,,,,,,0.2375,7,1
218095,2018,IH,L,1,,,,3.24,3.24,,,,21,21,0,0,0,18.7,,,,,,0.2625,8,1
218097,2018,IH,P,1,,,,3.67,3.67,,,,21,21,0,0,0,28.93,,,,,,0.2625,7,1
218098,2018,IH,P,1,,,,2.62,2.62,,,,21,21,2,0,0,28.93,,,,,,0.2625,7,1
218099,2018,IH,L,1,,,,3.38,3.38,,,,21,21,0,0,0,21.82,,,,,,0.2625,7,1
218100,2018,IH,P,1,,,,3.71,3.71,,,,21,21,0,0,0,28.93,,,,,,0.2625,7,1
218101,2018,IH,L,2,,,,3.0,3.0,,,,21,21,0,0,0,17.33,,,,,,0.2625,8,1
218102,2018,IH,L,2,,,,3.05,3.05,,,,21,21,0,0,0,13.17,,,,,,0.2625,7,1
218103,2018,IH,L,2,,,,2.86,2.86,,,,21,21,2,0,0,12.5,,,,,,0.2625,8,1
218104,2018,IH,P,1,,,,3.24,3.24,,,,21,21,0,0,0,28.93,,,,,,0.2625,7,1
218105,2018,IH,L,2,,,,3.48,3.48,,,,21,21,0,0,0,28.93,,,,,,0.2625,7,1
218106,2018,IH,P,1,,,,3.48,3.48,,,,21,21,0,0,0,27.14,,,,,,0.2625,7,1
218107,2018,IH,L,2,,,,2.62,2.62,,,,21,21,1,0,0,,,,,,,0.2625,8,1
218108,2018,IH,L,1,,,,1.38,1.38,,,,21,21,5,0,0,,,,,,,0.2625,12,0
218109,2018,IH,L,1,,,,3.14,3.14,,,,21,21,0,0,0,25.0,,,,,,0.2625,8,1
218110,2018,IH,P,1,,,,3.24,3.24,,,,21,21,0,0,0,28.93,,,,,,0.2625,7,1
218111,2018,IH,L,1,,,,2.81,2.81,,,,21,21,0,0,0,27.14,,,,,,0.2625,7,1
2182124,2018,IH,L,1,,,4.0,,4.0,,,6,,6,0,0,0,,,,,,,0.075,3,1
2182125,2018,IH,L,1,,,4.0,,4.0,,,6,,6,0,0,0,,,,,,,0.075,3,1
2182126,2018,IH,L,4,,,4.0,,4.0,,,6,,6,0,0,0,,,,,,,0.075,3,1
2182127,2018,IH,L,1,,,3.0,,3.0,,,6,,6,0,0,0,,,,,,,0.075,3,1
2182128,2018,IH,P,1,,,3.0,,3.0,,,6,,6,0,0,0,,,,,,,0.075,3,1
2182129,2018,IH,P,1,,,3.0,,3.0,,,6,,6,0,0,0,,,,,,,0.075,3,1
2182130,2018,IH,P,1,,,4.0,,4.0,,,6,,6,0,0,0,,,,,,,0.075,3,1
2182131,2018,IH,P,1,,,3.0,,3.0,,,6,,6,0,0,0,,,,,,,0.075,3,1
2182132,2018,IH,P,2,,,4.0,,4.0,,,6,,6,0,0,0,,,,,,,0.075,3,1
2182133,2018,IH,P,1,,,3.0,,3.0,,,6,,6,0,0,0,,,,,,,0.075,3,1
2182135,2018,IH,P,2,,,3.0,,3.0,,,6,,6,0,0,0,,,,,,,0.075,3,1
